gene_anno,DFB_A,DFB_B,Fe_A,Fe_B
scaffold_6001_c1_5_ExbD-family,0.005488515,0.005335404,0.004497153,0.00544632
scaffold_6001_c1_6_ExbD-family,0.005628234,0.008143176,0.009054467,0.009865476
scaffold_6001_c1_8_ExbB-family,0.015575124,0.022669955,0.015290835,0.015876211
scaffold_602144_c1_2_PF01475-Iron_dependent_repressor-fur_family,5.31E-05,0.000135569,0.000723969,0.000339845
scaffold_60286_c1_1_PF01475-Iron_dependent_repressor-fur_family,9.03E-05,5.77E-05,0.000266954,4.82E-05
scaffold_60378_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,1.41E-05,0.000144537,5.15E-05,0.000211356
scaffold_604206_c1_2_PF04773_FecR,0.000167835,0.000285738,0.000101727,0.000159175
scaffold_6047156_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.001222077,0.000875366,0.000704584,0.000286222
scaffold_6054_c1_3_ExbB-family,0.000129872,4.15E-05,0.000339468,0.000259815
scaffold_6054_c1_4_ExbD-family,0.000169136,0.000359941,0.000486949,0.000270691
scaffold_6054_c1_5_TonB-family,0.000181174,9.91E-05,0.000235311,0.000138075
scaffold_60555_c1_1_PF04773_FecR,0.000295618,0.000162351,0.000156058,0.000193317
scaffold_606_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.00012162,3.11E-05,0.000254317,0.000220596
scaffold_6063_c1_6_ExbB-family,0.00046656,0.000175217,0.007535473,0.000234258
scaffold_6063_c1_8_ExbD-family,7.91E-05,0.00010094,0.00233585,6.33E-05
scaffold_6063_c1_9_ExbD-family,0.000209794,5.95E-05,0.001801415,0.000174098
scaffold_609523_c1_1_ExbB-family,0.00043144,0.000472194,0.000186787,0.000241124
scaffold_6095260_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000977862,0.000468226,0.000416739,0.000326042
scaffold_611970_c1_2_ExbB-family,6.24E-05,0.000239137,0.000212841,0.000366343
scaffold_612191_c1_1_ExbB-family,0.000674069,0.001041899,0.001225686,0.000965244
scaffold_61364_c1_2_TonB-family,0.001826748,0.001852938,0.001645302,0.003096634
scaffold_61364_c1_5_ExbB-family,9.36E-05,0.000358706,0.000198651,0.000249779
scaffold_61463_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000163173,0.000148822,0.000254317,0.00022384
scaffold_61508_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001940788,0.002256408,0.00136517,0.001591195
scaffold_6160_c1_4_TonB-family,0.000303035,0.001499381,0.000723215,0.000626442
scaffold_6160_c1_5_ExbD-family,0.000888904,0.001857298,0.001053062,0.00080472
scaffold_6160_c1_6_ExbB-family,0.000851962,0.002016494,0.000642333,0.000731638
scaffold_6160_c1_7_ExbB-family,0.001100497,0.002403082,0.000942536,0.001021026
scaffold_61677_c1_5_ExbB-family,0.000106954,0.000156075,0,4.08E-05
scaffold_619075_c1_1_PF04773_FecR,0.000105404,8.97E-05,4.79E-05,5.62E-05
scaffold_61971_c1_1_ExbD-family,0.000406557,0.00040376,6.16E-05,0.000650667
scaffold_61971_c1_2_ExbB-family,0.000753663,0.001251029,0.000993551,0.000723712
scaffold_61985_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000899923,0.000938029,0.000918368,0.001312896
scaffold_62200_c1_1_PirA-family-siderophore-receptor,0.000554602,0.000249464,0.000148976,0.000134485
scaffold_62200_c1_2_HmuY-substrate-binding-protein,0.000476726,0.000169875,0.000110876,9.46E-05
scaffold_622605_c1_2_PF04773_FecR,9.48E-05,0.000211744,0.000323074,0.000139019
scaffold_623825_c1_1_PF00210-Ferritin_like_domain,0.000385033,0.000928649,0.002275393,0.002145357
scaffold_62458_c1_2_HatD-family-substrate-binding-protein,0.000232327,9.03E-05,2.76E-05,0.000183218
scaffold_62528_c1_4_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000347196,0.000536656,0.000697775,0.000721389
scaffold_62588_c1_2_TonB-family,0.000124322,0.000119058,4.24E-05,0.000165808
scaffold_62588_c1_3_ExbD-family,0.000477778,0.000508384,0.000289588,0.000141602
scaffold_62588_c1_4_ExbB-family,0.000205448,0.000157398,0.000130751,4.38E-05
scaffold_62588_c1_5_ExbB-family,0.000240141,0.000131413,0.000187139,0.000732057
scaffold_626734_c1_1_ExbB-family,6.46E-05,0.00018573,0.000132245,0.000120708
scaffold_627096_c1_2_ExbB-family,2.98E-05,0.000266416,0.000392941,0.000238518
scaffold_629154_c1_2_ExbD-family,0.000104645,0.000167023,0.000214066,0.000251217
scaffold_629154_c1_3_ExbB-family,0.00123408,0.001113538,0.001765262,0.001931172
scaffold_62918_c1_1_PirA-family-siderophore-receptor,0.000132893,0.000262243,0.00031853,0.000244911
scaffold_62923_c1_1_ExbD-family,5.27E-05,0.000134587,0.001533276,0.000506074
scaffold_62923_c1_2_ExbB-family,0.000270031,0.001172304,0.002389577,0.001517387
scaffold_6333581_c1_1_PF00210-Ferritin_like_domain,0.00064716,0.008106002,0.004202703,0.004044303
scaffold_63513_c1_5_ExbB-family,3.96E-05,0.000113867,0.000126119,9.51E-05
scaffold_6363_c1_5_PF00210-Ferritin_like_domain,0.000543102,0.00129649,0.000171747,0.000680242
scaffold_64019_c1_1_ExbD-family,0.000495876,0.000391962,0.000729924,0.000655048
scaffold_64019_c1_2_ExbD-family,0.002459417,0.00217582,0.002172141,0.002717805
scaffold_64019_c1_4_ExbB-family,0.007189887,0.010522332,0.009993804,0.008615445
scaffold_641756_c1_1_ExbB-family,0.000872084,0.001281619,0.001869981,0.001176259
scaffold_641756_c1_2_ExbD-family,0.000183129,0.000233832,0.000285421,0.000334955
scaffold_643221_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000552736,0.000260022,0.000396735,3.10E-05
scaffold_6433728_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000482711,0.000862904,0.000292578,0.000721043
scaffold_6443025_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000217564,0.000277801,0.000169545,0.000165808
scaffold_64632_c1_1_FutA2-family-iron-binding-proteins,0.001340388,0.001854128,0.000124121,0.000503195
scaffold_64632_c1_2_FbpB-FutB-family-iron-permease,0.000169439,0.000374455,7.70E-05,6.95E-06
scaffold_6464424_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.00055945,0,0.000423862,0.000298454
scaffold_6473_c1_1_PF01325-Iron_dependent_repressor-dtxR_family_N,0.000225709,0.000704492,0.000136805,0.00064219
scaffold_64755_c1_2_FbpA-family-iron-binding-protein,0.001946556,0.002540128,0.001059905,0.001586195
scaffold_64755_c1_3_FbpC-family-ATPase,0.000153398,0.000345651,0.000164076,0.000259944
scaffold_648145_c1_1_ExbB-family,0.000375593,0.000566781,0.000139695,0.000473603
scaffold_6496_c1_1_PirA-family-siderophore-receptor,0.00011189,7.14E-05,0.000699373,0.00038799
scaffold_6496_c1_2_PirA-family-siderophore-receptor,6.10E-05,0.000167023,0.000471737,0.000418694
scaffold_64973_c1_4_ExbB-family,0.000214697,0.000102802,9.76E-05,0
scaffold_650060_c1_3_PF00210-Ferritin_like_domain,0.000218185,0.000619099,0.001807349,0.001370898
scaffold_6504184_c1_1_ExbB-family,0.000346326,0.000147405,0.000157435,0.000554272
scaffold_650754_c1_2_PF01475-Iron_dependent_repressor-fur_family,4.20E-05,0.000509952,3.82E-05,0.000224272
scaffold_6512_c1_4_PirA-family-siderophore-receptor,2.11E-05,1.35E-05,7.68E-05,0.000146411
scaffold_6532529_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000419587,0.000758992,0.000254317,7.46E-05
scaffold_654563_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001096197,0.001036318,0.000987046,0.00103464
scaffold_655054_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000256086,0.00058858,0.000256108,0.000273232
scaffold_65524_c1_1_PirA-family-siderophore-receptor,0.000108925,8.56E-05,0.00010284,0.000196677
scaffold_65524_c1_2_PirA-family-siderophore-receptor,0.000277061,0.000132664,0.000283382,0.000147806
scaffold_65619_c1_2_ExbD-family,0.000179066,0.000105528,0.000100186,0.000161663
scaffold_65619_c1_3_ExbD-family,0.00028986,0.000168233,4.79E-05,0.000253037
scaffold_65619_c1_4_ExbB-family,0.000345611,0.000306991,8.20E-05,0.000448914
scaffold_656212_c1_2_ExbB-family,2.99E-05,7.64E-05,0.000190476,3.19E-05
scaffold_6569484_c1_1_PF00210-Ferritin_like_domain,0.000252969,0.000646017,0.000948715,0.000877195
scaffold_657090_c1_1_PF00210-Ferritin_like_domain,0.000197632,6.73E-05,0.000323425,0.000267095
scaffold_6582_c1_6_PF00210-Ferritin_like_domain,0.003512736,0.014687812,0.020871329,0.021379045
scaffold_65834_c1_2_ExbD-family,0.000238889,0.000372815,0.000193058,0.000481448
scaffold_65834_c1_3_ExbB-family,0.00032565,0.000207906,0.000361865,0.000270242
scaffold_65844_c1_2_PF04773_FecR,0.0001272,0.000229296,4.08E-05,6.39E-05
scaffold_658842_c1_2_PF01475-Iron_dependent_repressor-fur_family,8.87E-05,0.000169875,0.000120956,0.000236579
scaffold_659586_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000149853,0.000242367,6.36E-05,4.26E-05
scaffold_66080_c1_1_PirA-family-siderophore-receptor,0.003566106,0.005637309,0.008032426,0.00719175
scaffold_66080_c1_3_PirA-family-siderophore-receptor,0.000745169,0.001065663,0.001246572,0.001113086
scaffold_66096_c1_6_ExbD-family,0.000371605,0.000101677,0.000168926,0.000169923
scaffold_66096_c1_7_ExbB-family,0.000253704,0.000620899,0.00057665,0.000225576
scaffold_66141_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000318656,0.000239342,0.00063055,0.001079972
scaffold_66213_c1_1_ExbD-family,0.000410123,0.000349116,0.000422588,0.000816821
scaffold_66213_c1_2_ExbB-family,0.000859155,0.000714345,0.00101727,0.000788771
scaffold_66213_c1_3_ExbB-family,0.00206455,0.00200708,0.001834367,0.002461442
scaffold_663253_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000139193,0.000199948,1.58E-05,0.000148513
scaffold_664543_c1_2_FeoB-family-iron-transporter,0.004400899,0.005342369,0.000131494,0.000242494
scaffold_6667369_c1_1_PF00210-Ferritin_like_domain,0.001802401,0.002220682,0.002271165,0.002294202
scaffold_667251_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,3.23E-05,0,2.94E-05,0
scaffold_668620_c1_1_LbtU-family-siderophore receptor,0.003114605,0.004143523,0.003528512,0.005480577
scaffold_668620_c1_2_PirA-family-siderophore-receptor,0.006151617,0.007854821,0.00391225,0.005011538
scaffold_6693_c1_3_FbpC-family-ATPase,0.000170839,0.000451859,0.000266265,0.000390594
scaffold_6693_c1_4_FbpB-FutB-family-iron-permease,0.000177387,0.000479134,0.000223303,0.000101911
scaffold_6693_c1_5_FutA1-family-iron-binding-proteins,0.001254303,0.00193805,0.000776221,0.000877195
scaffold_6695199_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000252029,9.19E-05,0.000523743,0.000345734
scaffold_67056_c1_2_HmuY-substrate-binding-protein,0.000793402,0.000738698,0.000300557,0.000229267
scaffold_67056_c1_3_PirA-family-siderophore-receptor,0.000455863,0.000321147,0.000190555,0.000122994
scaffold_671035_c1_3_PF00210-Ferritin_like_domain,0,0,0.000795919,0.00031135
scaffold_67124_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.000188555,0.000687888,0.000367347,0.00017244
scaffold_67148_c1_1_HatD-family-substrate-binding-protein,0.000239073,9.64E-05,3.43E-05,9.40E-05
scaffold_67148_c1_2_FpvE-family-permease,0.000168158,0.000134198,4.78E-05,7.85E-05
scaffold_67148_c1_3_HmuV-family-ATP-binding-protein,0.000389138,0.000257006,0.000182996,0.000243389
scaffold_6736_c1_7_ExbD-family,0.000247136,0.001194621,0.001797506,0.001337247
scaffold_6736_c1_8_ExbB-family,0.000234608,0.000770308,0.001889215,0.001537656
scaffold_67385_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000218583,0.000253729,0.000234861,0.000296823
scaffold_67600_c1_1_ExbD-family,0.000398149,0.000203354,0.000651572,0.00062305
scaffold_67600_c1_2_TonB-family,0.000159648,0.000475649,0.0008225,0.000813833
scaffold_676055_c1_2_ExbD-family,0,0.000133619,0.000214066,0.000195391
scaffold_676055_c1_3_ExbB-family,0.001310423,0.00163141,0.001950912,0.001712749
scaffold_67634_c1_1_PF00210-Ferritin_like_domain,0.00157306,0.001539053,0.000111442,0.000348755
scaffold_67634_c1_2_FeoB-family-iron-transporter,0.001850839,0.00190123,3.24E-05,6.33E-05
scaffold_67634_c1_3_FeoA-family-iron-transporter,0.00084568,0.001241798,7.69E-05,0
scaffold_680204_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000519489,0.000361811,0.000279089,0.000428301
scaffold_6812818_c1_1_PF00210-Ferritin_like_domain,0,0,0.000409609,0.000343354
scaffold_6813_c1_3_ExbB-family,0.001558467,0.003398242,0.00398915,0.0041613
scaffold_6813_c1_4_ExbB-family,0.00126662,0.001121683,0.001857374,0.002070734
scaffold_6813_c1_5_ExbD-family,0.001601112,0.000519766,0.001579045,0.001650406
scaffold_6813_c1_6_TonB-family,0.000713691,0.001019778,0.00114324,0.001667995
scaffold_6813_c1_8_PvdT-family-siderophore-export,0.001850393,0.002794164,0.003306126,0.002437814
scaffold_681796_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.001764735,0.002389905,0.00102101,0.000713217
scaffold_68313_c1_1_ExbB-family,0.000186483,5.10E-05,0.0003512,0.00027003
scaffold_68313_c1_3_ExbD-family,8.69E-05,0.000388479,0.000158062,0.000216409
scaffold_68326_c1_4_ExbB-family,0.000493632,0.001008487,0.000553514,0.000825137
scaffold_6833_c1_5_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000770705,0.000817765,0.000256595,0.000173727
scaffold_683789_c1_1_PF04773_FecR,9.47E-05,7.26E-05,5.17E-05,0.000141455
scaffold_684380_c1_2_ExbB-family,0.00064078,0.001329563,0.001121461,0.000837512
scaffold_684380_c1_3_ExbD-family,0.000397734,0.000798058,0.00028412,0.000303117
scaffold_6863193_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000257446,0.000164363,0.000643671,0.000412025
scaffold_688_c1_11_PF04773_FecR,0.00019817,0.000366905,0.000288273,0.000243155
scaffold_689066_c1_2_PirA-family-siderophore-receptor,0.000402259,0.000267089,0,0
scaffold_68976_c1_2_ExbD-family,0,5.28E-05,0.000187848,0.000374763
scaffold_68976_c1_3_ExbD-family,9.78E-05,2.50E-05,0.000373272,6.26E-05
scaffold_68976_c1_4_ExbB-family,6.58E-05,0.000168081,0.000329117,0.000421347
scaffold_69_c1_17_HmuY-substrate-binding-protein,0.00578522,0.001877675,3.11E-05,4.87E-05
scaffold_69_c1_19_PirA-family-siderophore-receptor,0.001963857,0.000959844,2.56E-05,4.01E-05
scaffold_69_c1_20_HmuY-substrate-binding-protein,0.001834592,0.0012131,0.000238279,6.99E-05
scaffold_69_c1_22_ExbB-family,0.000361833,0.000993331,0.000197381,0.00019303
scaffold_69_c1_35_PF01475-Iron_dependent_repressor-fur_family,0.00037781,0.001386943,0.004916253,0.003098882
scaffold_69026_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000673883,0.000422113,0.000762952,0.000339152
scaffold_690537_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,1.13E-05,5.75E-05,2.05E-05,9.61E-05
scaffold_69114_c1_1_FpvE-family-permease,7.25E-05,9.26E-05,1.88E-05,0.000110538
scaffold_69114_c1_2_HatD-family-substrate-binding-protein,5.72E-05,0.000175217,1.04E-05,0.000146411
scaffold_69652_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,3.89E-05,0.000273132,0.000388956,0.000352718
scaffold_699199_c1_2_PF00210-Ferritin_like_domain,0.004848565,0.004701649,0.003222953,0.003245452
scaffold_6999033_c1_1_PF00210-Ferritin_like_domain,0,0.000209155,0.000714838,0.000384495
scaffold_6999677_c1_1_PF01475-Iron_dependent_repressor-fur_family,9.83E-05,0,0.000387204,0.000209724
scaffold_70015_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000204869,6.54E-05,4.66E-05,0
scaffold_70024_c1_5_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000374889,0.000335079,0.000340838,8.00E-05
scaffold_701965_c1_1_ExbB-family,0.000224933,0.000191474,0.000187461,1.00E-04
scaffold_703380_c1_1_PF00210-Ferritin_like_domain,7.81E-05,2.85E-05,8.11E-05,9.52E-05
scaffold_7037442_c1_1_PF00210-Ferritin_like_domain,0.000132234,0.000464324,0.000240446,0.000529077
scaffold_704151_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000150473,0.000128089,0.00025081,0.000200685
scaffold_70456_c1_1_PF04773_FecR,0.000285641,0.000392782,0.00046945,0.000246157
scaffold_704972_c1_2_ExbD-family,0.000159259,0.000406707,0.000651572,0.000821293
scaffold_7050_c1_10_ExbB-family,0.003079117,0.005781817,0.006599586,0.005975939
scaffold_7050_c1_7_ExbD-family,0.001581054,0.001470841,0.002710613,0.002096592
scaffold_7050_c1_8_ExbD-family,0.001066451,0.001517984,0.002241172,0.002443591
scaffold_707_c1_7_ExbD-family,0,0.000241556,0.001108412,0.001166213
scaffold_707_c1_8_ExbD-family,0,0.00030955,0.001165016,0.000498844
scaffold_707_c1_9_ExbB-family,2.85E-05,0.000218506,0.002709727,0.001582391
scaffold_707208_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000712027,0.000941637,0.000577994,0
scaffold_708309_c1_1_PF04773_FecR,3.22E-05,0.000164363,0.000175547,3.43E-05
scaffold_708444_c1_1_PF00210-Ferritin_like_domain,0.001189271,0.000759273,0.000582211,0.000927272
scaffold_709487_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000442268,0.000470599,0.000223387,0.000367018
scaffold_709809_c1_1_PF01475-Iron_dependent_repressor-fur_family,2.58E-05,6.59E-05,0.000211029,0.000220136
scaffold_71177_c1_1_PirA-family-siderophore-receptor,0.00025357,0.000117737,7.34E-05,0.000147571
scaffold_7146212_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000925635,0.001477396,0.000961782,0.000952339
scaffold_71471_c1_2_ExbB-family,0,0.001595555,0.000689308,0.000434429
scaffold_71471_c1_4_ExbD-family,7.24E-05,0.001362942,0.000361865,0.001023058
scaffold_71471_c1_5_ExbD-family,4.63E-05,0.001301291,0.000631744,0.000370691
scaffold_71482_c1_2_ExbD-family,0.000666215,0.000957004,0.001059979,0.000888527
scaffold_71482_c1_3_ExbB-family,0.001108095,0.001295326,0.002241923,0.0021481
scaffold_715512_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.00014809,0,0.000344077,0.000228229
scaffold_716812_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000476497,6.40E-05,0.000182407,0.000187306
scaffold_717142_c1_2_ExbB-family,0.000173853,0.000258986,5.27E-05,3.09E-05
scaffold_717943_c1_1_ExbB-family,0.000343059,0.000905287,0.001143629,0.001073683
scaffold_717943_c1_2_ExbD-family,0.000107746,0.000343944,0.000293878,0.0004311
scaffold_719406_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.003535412,0.003224475,0.00231888,0.001535794
scaffold_7199_c1_4_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000253704,0.000202467,7.69E-05,0.000157903
scaffold_72062_c1_2_PF00210-Ferritin_like_domain,0.004639575,0.009766823,0.009082347,0.009811243
scaffold_723_c1_4_ExbD-family,0.000306686,0.000111885,0.000318663,2.34E-05
scaffold_723_c1_5_ExbB-family,0.00058652,0.000468069,0.000439928,0.000172092
scaffold_723384_c1_2_PF00210-Ferritin_like_domain,4.63E-05,0.000709795,8.42E-05,0.000296553
scaffold_72344_c1_3_PF00210-Ferritin_like_domain,0.000926046,0.001355481,0.001375841,0.000457876
scaffold_72419_c1_2_ExbD-family,0.00045173,0.000749841,0.000985677,0.001253136
scaffold_72419_c1_3_ExbD-family,0.001001334,0.000583209,0.001197872,0.000787226
scaffold_72419_c1_5_ExbB-family,0.002685359,0.002410915,0.002212562,0.002775621
scaffold_724388_c1_2_ExbB-family,0.000371723,0.000474643,0.000587756,0.000241416
scaffold_724687_c1_2_ExbD-family,0.000792904,0.000453851,0.000174007,0.000612616
scaffold_724687_c1_3_ExbB-family,0.000504059,0.001494113,0.000441908,0.000384149
scaffold_72536_c1_1_YfeB-family-membrane-proteins,0.000141909,0.0002718,0.00075799,0.001059875
scaffold_72536_c1_2_YfeA-family-iron-binding-proteins,7.81E-05,2.85E-05,0.000283962,0.00046416
scaffold_72536_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000180998,0.000168081,0.000388956,0.000421347
scaffold_7261_c1_1_LbtU-family-siderophore receptor,0.002149657,0.003065266,0.001709026,0.002576497
scaffold_7261_c1_5_PirA-family-siderophore-receptor,0.000150867,0.000225852,0.000312166,0.000305285
scaffold_72694_c1_1_ExbD-family,0.00175956,0.005467045,0.004079333,0.00653951
scaffold_72694_c1_2_TonB-family,0.001432043,0.0015409,0.001214197,0.001527925
scaffold_7272558_c1_1_PF00210-Ferritin_like_domain,6.73E-05,0.000386937,0.000826532,0.0004311
scaffold_7274829_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0,0.000459184,0.0001437
scaffold_7275635_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000101012,0.000343944,0.000428572,3.59E-05
scaffold_72826_c1_1_ExbB-family,0.000253409,0.000242678,0.000702696,0.000594828
scaffold_72826_c1_3_ExbD-family,0.000200907,0.000128266,7.31E-05,8.57E-05
scaffold_72826_c1_4_ExbD-family,6.99E-05,0.000148822,0.000254317,0.000298454
scaffold_7291_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.00237656,0.004497,0.002186729,0.003268893
scaffold_7291_c1_5_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000583951,0.001254015,0.001182483,0.001585945
scaffold_72984_c1_4_ExbB-family,6.46E-05,8.25E-05,0.000470205,0.000327636
scaffold_72984_c1_5_TonB-family,0,7.43E-05,0,6.21E-05
scaffold_731175_c1_1_ExbB-family,0.000368448,0.000347732,0.000218467,0.000239289
scaffold_7313673_c1_2_PF01475-Iron_dependent_repressor-fur_family,0,0.00033975,0.000564461,4.73E-05
scaffold_73151_c1_1_YfeB-family-membrane-proteins,0.001142525,0.000956885,0.001284475,0.001572933
scaffold_73151_c1_2_FbpB-FutB-family-iron-permease,0.000745225,0.0004934,0.000376409,0.000574255
scaffold_73151_c1_3_FutA1-family-iron-binding-proteins,0.006782219,0.002211069,0.001075803,0.000754425
scaffold_73154_c1_3_ExbD-family,0.000250788,0,0.000142505,0.000301027
scaffold_73154_c1_5_ExbB-family,0.000440397,0.000353465,0.000697833,0.000443034
scaffold_7321805_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000134682,0.000257958,0.000367347,0.000107775
scaffold_734_c1_11_PvdT-family-siderophore-export,0.00021572,0.00045252,0.000196126,0.000213723
scaffold_734_c1_6_PvdR-family-sideropore-export,0.000155108,8.80E-05,0.000368218,0.000183882
scaffold_7372589_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000489519,0,0.000572214,0.000149227
scaffold_7383859_c1_1_PF00210-Ferritin_like_domain,0.000747676,0.003471584,0.002162886,0.002755817
scaffold_73867_c1_1_YfeB-family-membrane-proteins,0.0008435,0.000981304,0.000426047,0.001479962
scaffold_73867_c1_2_FbpB-FutB-family-iron-permease,0.000567769,0.000397006,0.000301116,0.00020914
scaffold_73867_c1_3_FutA1-family-iron-binding-proteins,0.002115931,0.001656362,0.000406016,0.000397066
scaffold_740_c1_12_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001202708,0.00099369,0.000501708,0.001419108
scaffold_7405682_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000412378,0.000335079,0.000681676,0.000239994
scaffold_740594_c1_2_PF04773_FecR,0.000164358,7.87E-05,0,8.77E-05
scaffold_740767_c1_2_PF00210-Ferritin_like_domain,0.00123123,0.004972293,0.002264827,0.00079431
scaffold_7414_c1_4_ExbD-family,0.001126779,0.001144462,0.001746194,0.0011749
scaffold_7414_c1_5_ExbD-family,0.002295331,0.001416025,0.000633088,0.001623505
scaffold_7414_c1_6_ExbB-family,0.002631106,0.002126064,0.001806587,0.001885481
scaffold_74285_c1_2_ExbD-family,0.000146293,0.000320224,0.000114004,0.000111491
scaffold_74285_c1_3_ExbD-family,0.000228168,0.000382385,0.000337095,0.000273875
scaffold_74285_c1_5_ExbB-family,0.000285719,0.000679904,0.000720263,0.000831407
scaffold_7430_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,9.38E-05,3.00E-05,4.27E-05,0.000162706
scaffold_7432_c1_1_PirA-family-siderophore-receptor,0.000418968,0.000164605,0,0
scaffold_7432_c1_3_HmuY-substrate-binding-protein,0.000859518,0.001049253,0,0
scaffold_7432_c1_4_HatD-family-substrate-binding-protein,0.000762476,0.000524237,0,0
scaffold_743444_c1_1_PF00210-Ferritin_like_domain,0,0.000386937,0.000183674,0.000242494
scaffold_743532_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000231218,0.000187877,7.64E-05,6.73E-05
scaffold_74373_c1_2_ExbB-family,3.22E-05,0.000349271,0.000190175,0.000128758
scaffold_7484_c1_6_PF01475-Iron_dependent_repressor-fur_family,0.002825423,0.004609839,0.00290178,0.003237903
scaffold_748654_c1_1_PF04773_FecR,3.87E-05,2.47E-05,0.000158272,0.00018574
scaffold_74909_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000573462,0.000887299,0.000705389,0.000662246
scaffold_7492_c1_2_YfeB-family-membrane-proteins,0.004400378,0.004409131,0.006139949,0.00379839
scaffold_7492_c1_3_FbpA-family-iron-binding-protein,0.297422221,0.143740313,0.002976405,0.003618452
scaffold_7492_c1_4_FbpB-FutB-family-iron-permease,0.000140132,0.000187877,7.01E-05,7.48E-05
scaffold_7492_c1_5_FbpC-family-ATPase,0.000170125,0.000298688,0.000251343,0.000170171
scaffold_75043_c1_1_PirA-family-siderophore-receptor,0.004241433,0.006163886,0.005292118,0.005157346
scaffold_75043_c1_3_ExbD-family,0.000818195,0.001137595,0.0018349,0.001319166
scaffold_7512188_c1_1_PF00210-Ferritin_like_domain,0.000205835,0.000438042,0.000779747,0.000549043
scaffold_75167_c1_3_ExbB-family,0.000141373,0.000150429,0.000157095,0.000184358
scaffold_7524836_c1_1_PF00210-Ferritin_like_domain,0.003807953,0.007928558,0.00720486,0.00735717
scaffold_75303_c1_1_ExbB-family,0.002472193,0.004771713,0.003711225,0.004508659
scaffold_75303_c1_3_ExbD-family,0.000664347,0.001026871,0.00098548,0.000652868
scaffold_75303_c1_4_ExbD-family,0.001000017,0.000986689,0.001322451,0.000630484
scaffold_75316_c1_1_PF04773_FecR,6.66E-05,0.00019276,7.27E-05,7.11E-05
scaffold_75504_c1_1_FbpB-FutB-family-iron-permease,0.000270097,5.05E-05,0.000215617,0.000210864
