Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0448959_236_1348_Belongs_to_the_peptidase_C1_family,15.28047797,12.94312585,0,0
Ga0401699_0449724_41_1291_helicase_activity,22.07180151,31.27922082,5.722423815,0.859917978
Ga0401699_0450296_31_1179_Component_of_the_ubiquinol-cytochrome_c_reductase_complex_complex_III_or_cytochrome_b-c1_complex_that_is_part_of_the_mitochondrial_respiratory_chain._The_b-c1_complex_mediates_electron_transfer_from_ubiquinol_to_cytochrome_c._Contributes_to_the_generation_of_a_proton_gradient_across_the_mitochondrial_membrane_that_is_then_used_for_ATP_synthesis,125.6394855,147.7673535,2.145908931,2.579753933
Ga0401699_0452389_77_1444_Belongs_to_the_OprB_family,67.91323541,80.89453659,25.03560419,43.85581686
Ga0401699_0452798_8_1396_Acts_as_a_processive__ATP-dependent_zinc_metallopeptidase,19.52505518,22.65047025,204.5766514,306.990718
Ga0401699_0453890_3_1235_,423.6088059,482.1314381,0.715302977,0.859917978
Ga0401699_0453955_65_1378_Beta-lactamase,4.244577213,7.550156749,0,0
Ga0401699_0454141_179_1312_Domain_of_unknown_function_DUF305,125.6394855,61.47984781,5.007120838,3.43967191
Ga0401699_0455717_292_1446_Flavoprotein_FP_subunit_of_succinate_dehydrogenase_SDH_that_is_involved_in_complex_II_of_the_mitochondrial_electron_transport_chain_and_is_responsible_for_transferring_electrons_from_succinate_to_ubiquinone_coenzyme_Q,34.80553315,33.43640846,0,1.719835955
Ga0401699_0455747_3_1361_,171.4809194,186.5967311,13.59075656,13.75868764
Ga0401699_0459576_144_1166_Belongs_to_the_OprB_family,114.6035848,121.8811018,1.430605954,8.599179776
Ga0401699_0459974_3_1406_carbonate_dehydratase_activity,107.8122612,51.77250342,46.4946935,42.1359809
Ga0401699_0460092_235_1365_cytoskeleton_organization,0,0,2.145908931,1.719835955
Ga0401699_0465123_214_1155_60S_acidic_ribosomal_protein_P0,16.97830885,26.96484553,3.576514884,6.019425843
Ga0401699_0465773_3_1430_Thrombospondin_type_1_repeats,45.8414339,23.72906407,0,0.859917978
Ga0401699_0465868_474_680_Cold-shock'_DNA-binding_domain,44.14360302,113.2523512,139.4840805,161.6645798
Ga0401699_0466150_1044_1430_Fructose-bisphosphate_aldolase_class-I,214.775607,252.3909542,5.007120838,4.299589888
Ga0401699_0467104_1047_1430_,314.9476292,285.8273626,17.88257442,19.77811348
Ga0401699_0467633_24_821_Chlorophyll_A-B_binding_protein,82.34479793,31.27922082,0.715302977,0.859917978
Ga0401699_0468812_31_1182_Protein_disulfide_isomerase-related_protein_provisional,16.12939341,11.86453203,0,0
Ga0401699_0470591_32_1423_,33.10770226,34.51500228,2.145908931,2.579753933
Ga0401699_0470936_1_1419_,43.29468757,21.57187642,0,0
Ga0401699_0472774_37_1221_leucine-rich_repeat_extensin-like_protein,279.2931806,170.4178238,1.430605954,7.739261798
Ga0401699_0473585_28_273_structural_constituent_of_cytoskeleton,34.80553315,62.55844163,13.59075656,21.49794944
Ga0401699_0475088_66_1412_,17.8272243,10.78593821,0,4.299589888
Ga0401699_0475544_60_1343_peptide-aspartate_beta-dioxygenase_activity,452.4719309,278.2772059,9.2989387,8.599179776
Ga0401699_0476920_1150_1377_ATP_hydrolysis_coupled_proton_transport,28.86312505,39.90797139,5.722423815,3.43967191
Ga0401699_0478542_1_1413_,131.5818936,103.5450068,0,0.859917978
Ga0401699_0478643_2_1411_PsaA_and_PsaB_bind_P700__the_primary_electron_donor_of_photosystem_I_PSI__as_well_as_the_electron_acceptors_A0__A1_and_FX._PSI_is_a_plastocyanin_cytochrome_c6-ferredoxin_oxidoreductase__converting_photonic_excitation_into_a_charge_separation__which_transfers_an_electron_from_the_donor_P700_chlorophyll_pair_to_the_spectroscopically_characterized_acceptors_A0__A1__FX__FA_and_FB_in_turn._Oxidized_P700_is_reduced_on_the_lumenal_side_of_the_thylakoid_membrane_by_plastocyanin_or_cytochrome_c6,48.38818023,18.33609496,145.2065043,197.7811348
Ga0401699_0479403_105_1238_Belongs_to_the_actin_family,72.15781262,138.0600091,102.2883257,140.1666303
Ga0401699_0481270_83_913_structural_constituent_of_ribosome,9.338069869,6.471562927,102.2883257,91.15130562
Ga0401699_0481998_199_1242_Chlorophyll_A-B_binding_protein,117.9992465,147.7673535,0,0
Ga0401699_0483453_145_531_Protein_of_unknown_function_DUF1257,49.23709567,52.85109724,152.3595341,102.3302393
Ga0401699_0484972_1_1290_Belongs_to_the_OprB_family,156.2004414,355.935961,329.0393694,313.8700618
Ga0401699_0484981_232_1404_Belongs_to_the_OprB_family,308.1563057,312.7922082,81.54453937,76.5327
Ga0401699_0487089_77_1306_Domain_of_unknown_function_DUF305,26.31637872,24.80765789,3.576514884,0.859917978
Ga0401699_0487937_34_1203_Belongs_to_the_OprB_family,24.61854784,62.55844163,82.25984234,113.509173
Ga0401699_0488242_77_1183_nicotinamide_metabolic_process,29.71204049,24.80765789,0.715302977,2.579753933
Ga0401699_0489156_8_1240_EGF_domain__unclasssified_subfamily,51.783842,22.65047025,0,0
Ga0401699_0489614_773_1321_This_is_1_of_the_proteins_that_binds_and_probably_mediates_the_attachment_of_the_5S_RNA_into_the_large_ribosomal_subunit__where_it_forms_part_of_the_central_protuberance._In_the_70S_ribosome_it_contacts_protein_S13_of_the_30S_subunit_bridge_B1b__connecting_the_2_subunits,6.791323541,6.471562927,55.07832922,36.97647304
Ga0401699_0489788_638_1393_Translation_initiation_factor,8.489154426,11.86453203,0,1.719835955
Ga0401699_0490596_1_795_Protein_translocase_subunit_secA,20.37397062,22.65047025,130.9004448,186.6022011
Ga0401699_0493197_3_1391_Belongs_to_the_OprB_family,119.6970774,84.13031806,2.861211908,1.719835955
Ga0401699_0495102_131_1390_Domain_of_unknown_function_DUF305,35.65444859,32.35781464,0,0
Ga0401699_0495366_1_1389_,115.4525002,40.98656521,2.861211908,3.43967191
Ga0401699_0495663_114_1379_translation_elongation_factor_activity,11.03590075,9.707344391,1.430605954,0.859917978
Ga0401699_0496027_282_1334_Chlorophyll_A-B_binding_protein,46.69034934,69.03000456,0,5.159507865
Ga0401699_0497296_91_1386_,24.61854784,15.1003135,0,0
Ga0401699_0498814_237_1367_Photosynthetic_reaction_centre_protein,281.839927,287.9845503,319.0251277,484.1338214
Ga0401699_0500311_1124_1381_Belongs_to_the_OprB_family,498.3133648,363.4861178,21.45908931,28.37729326
Ga0401699_0501139_2_676_,1484.753109,1606.0262,39.34166373,42.99589888
Ga0401699_0501440_26_1357_Belongs_to_the_OprB_family,89.13612148,87.36609952,1.430605954,2.579753933
Ga0401699_0501820_53_1108_photosynthesis,23.76963239,11.86453203,0.715302977,0.859917978
Ga0401699_0504254_11_1375_,25.46746328,17.25750114,0,0
Ga0401699_0505813_319_516_,87.43829059,154.2389164,6.437726792,8.599179776
Ga0401699_0506770_1_1374_,24.61854784,23.72906407,0,0
Ga0401699_0507035_20_439_PsaD,4.244577213,16.17890732,97.99650783,81.69220787
Ga0401699_0507248_838_1371_amino_acid,55.17950377,37.75078374,7.868332746,1.719835955
Ga0401699_0508358_309_1370_Ubiquitin-like_domain,1.697830885,1.078593821,3.576514884,0
Ga0401699_0508625_28_1161_fructose-bisphosphate_aldolase,23.76963239,7.550156749,0,0
Ga0401699_0509235_27_1238_ribosomal_large_subunit_assembly,28.86312505,30.20062699,6.437726792,3.43967191
Ga0401699_0509956_583_1368_leucine-rich_repeat_extensin-like_protein,374.3717102,285.8273626,2.861211908,3.43967191
Ga0401699_0512985_2_1366_,65.36648908,35.5935961,0,0
Ga0401699_0513982_1_1209_Belongs_to_the_OprB_family,55.17950377,56.0868787,0,0
Ga0401699_0517022_2_1213_Belongs_to_the_OprB_family,102.7187686,78.73734895,11.44484763,7.739261798
Ga0401699_0517293_3_1199_,38.20119492,12.94312585,0,0
Ga0401699_0518214_60_1283_N-acylsphingosine_amidohydrolase_activity,28.01420961,21.57187642,0,0
Ga0401699_0519422_3_1118_Esterase_PHB_depolymerase,35.65444859,34.51500228,3.576514884,0.859917978
Ga0401699_0519949_120_1355_Cysteine_protease_family_C01A._Source_PGD,24.61854784,15.1003135,0,0
Ga0401699_0520702_90_1319_Elongation_factor_Tu,15.28047797,19.41468878,105.8648406,146.1860562
Ga0401699_0521642_65_1198_Belongs_to_the_actin_family,56.87733466,52.85109724,82.25984234,134.1472045
Ga0401699_0524056_6_698_chlorophyll_binding,33.10770226,14.02171968,4.291817861,7.739261798
Ga0401699_0524601_1_1332_,36.50336403,11.86453203,0,0
Ga0401699_0525139_2_1234_structural_constituent_of_ribosome,30.56095593,34.51500228,7.868332746,4.299589888
Ga0401699_0525701_234_488_This_b-type_cytochrome_is_tightly_associated_with_the_reaction_center_of_photosystem_II_PSII._PSII_is_a_light-driven_water_plastoquinone_oxidoreductase_that_uses_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation._It_consists_of_a_core_antenna_complex_that_captures_photons__and_an_electron_transfer_chain_that_converts_photonic_excitation_into_a_charge_separation,41.59685669,29.12203317,86.5516602,144.4662202
Ga0401699_0525905_1_1305_Dienelactone_hydrolase_family,93.38069869,77.65875513,10.72954465,4.299589888
Ga0401699_0526107_3_1304_Belongs_to_the_OprB_family,250.4300556,243.7622036,5.722423815,10.31901573
Ga0401699_0527550_2_1345_protein_tyrosine_phosphatase_activity,34.80553315,17.25750114,4.291817861,12.03885169
Ga0401699_0528575_41_1336_Belongs_to_the_OprB_family,21.22288607,25.88625171,0,0
Ga0401699_0530643_26_1321_Belongs_to_the_OprB_family,116.3014156,147.7673535,2.861211908,7.739261798
Ga0401699_0530720_192_1250_regulation_of_canonical_Wnt_signaling_pathway_involved_in_osteoblast_differentiation,86.58937515,81.97313041,10.01424168,11.17893371
Ga0401699_0531639_66_1316_Imelysin,10.18698531,19.41468878,15.73666549,5.159507865
Ga0401699_0532145_508_1281_Cytochrome_C_oxidase_subunit_II__periplasmic_domain,270.8040262,332.2068969,13.59075656,12.89876966
Ga0401699_0535093_12_920_structural_constituent_of_cytoskeleton,49.23709567,39.90797139,3.576514884,7.739261798
Ga0401699_0535906_49_1293_One_of_the_components_of_the_core_complex_of_photosystem_II_PSII._It_binds_chlorophyll_and_helps_catalyze_the_primary_light-induced_photochemical_processes_of_PSII._PSII_is_a_light-_driven_water_plastoquinone_oxidoreductase__using_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation,443.133861,564.1045685,111.5872644,118.6686809
Ga0401699_0538755_52_1305_Bacteriorhodopsin-like_protein,20.37397062,14.02171968,3.576514884,4.299589888
Ga0401699_0538815_1035_1187_,51.783842,166.1034485,1.430605954,2.579753933
Ga0401699_0539252_2_1312_G-protein_coupled_GABA_receptor_activity,63.6686582,26.96484553,0.715302977,6.879343821
Ga0401699_0540669_3_1082_One_of_the_components_of_the_core_complex_of_photosystem_II_PSII._It_binds_chlorophyll_and_helps_catalyze_the_primary_light-induced_photochemical_processes_of_PSII._PSII_is_a_light-_driven_water_plastoquinone_oxidoreductase__using_light_energy_to_abstract_electrons_from_H2O__generating_O2_and_a_proton_gradient_subsequently_used_for_ATP_formation,168.0852576,177.9679805,363.3739123,570.9855371
Ga0401699_0541423_3_1331_,170.632004,79.81594277,2.861211908,1.719835955
Ga0401699_0541748_3_1262_Cna_protein_B-type_domain,19.52505518,5.392969106,3.576514884,0.859917978
Ga0401699_0542663_234_1292_Chlorophyll_A-B_binding_protein,50.93492656,32.35781464,0,0
Ga0401699_0546060_21_1265_photosynthetic_electron_transport_in_photosystem_II,68.76215085,39.90797139,10.01424168,11.17893371
Ga0401699_0547401_3_1169_,21.22288607,26.96484553,0,0
Ga0401699_0547702_437_928_Low-potential_cytochrome_c_that_plays_a_role_in_the_oxygen-evolving_complex_of_photosystem_II,34.80553315,25.88625171,104.4342346,109.2095832
Ga0401699_0548394_49_1320_structural_constituent_of_cuticle,8.489154426,11.86453203,0,0
Ga0401699_0549208_27_1313_Belongs_to_the_OprB_family,33.10770226,39.90797139,0,0
Ga0401699_0549900_20_1276_Belongs_to_the_OprB_family,4.244577213,7.550156749,57.22423815,92.87114158
Ga0401699_0551810_105_1268_Calreticulin_family,14.43156252,18.33609496,0,0
Ga0401699_0553205_3_1193_negative_regulation_of_ATPase_activity,26.31637872,15.1003135,0,0
Ga0401699_0555485_3_1292_extracellular_matrix,46.69034934,55.00828488,2.145908931,7.739261798
Ga0401699_0556138_217_1242_Ribosomal_protein_P0_is_the_functional_equivalent_of_E.coli_protein_L10,26.31637872,32.35781464,0,0
Ga0401699_0557897_34_1092_Chlorophyll_A-B_binding_protein,29.71204049,18.33609496,0,0.859917978
Ga0401699_0558684_317_1240_ATP:ADP_antiporter_activity,33.9566177,63.63703545,9.2989387,6.879343821
Ga0401699_0559549_72_1304_Belongs_to_the_OprB_family,269.1061953,264.2554862,6.437726792,2.579753933
Ga0401699_0560973_1_396_Ydr279p_protein_family_RNase_H2_complex_component,297.1204049,522.0394095,7.153029769,11.17893371
Ga0401699_0564067_358_1002_structural_constituent_of_ribosome,11.8848162,24.80765789,160.2278668,138.4467944
Ga0401699_0564565_10_1206_peptide_antigen_assembly_with_MHC_class_I_protein_complex,65.36648908,47.45812813,7.153029769,4.299589888
Ga0401699_0568775_258_1193_,31.40987138,56.0868787,55.07832922,98.03064944
Ga0401699_0568898_14_250_Photosystem_II_protein,709.69331,910.3331851,7.868332746,12.89876966
Ga0401699_0571881_25_1293_,38.20119492,30.20062699,3.576514884,5.159507865
Ga0401699_0572366_526_1293_Integrin_alpha_beta-propellor_repeats.,100.1720222,51.77250342,7.868332746,7.739261798
Ga0401699_0572977_23_1156_FAD_dependent_oxidoreductase,97.6252759,49.61531578,7.153029769,12.03885169
Ga0401699_0574759_687_1292_carboxymethylenebutenolidase_activity,8.489154426,32.35781464,57.22423815,79.11245394
Ga0401699_0575331_1_1290_,11.03590075,19.41468878,0.715302977,0.859917978
Ga0401699_0575637_179_1291_EGF_domain__unclasssified_subfamily,16.97830885,14.02171968,0,0
Ga0401699_0580767_609_1061_photosynthetic_electron_transport_in_photosystem_II,163.8406804,166.1034485,330.4699753,410.1808753
Ga0401699_0580767_7_474_photosynthetic_electron_transport_in_photosystem_II,168.9341731,142.3743844,312.5874009,421.359809
Ga0401699_0580972_209_1249_Chlorophyll_A-B_binding_protein,9.338069869,4.314375285,0,0
Ga0401699_0581076_16_1284_Belongs_to_the_OprB_family,1.697830885,8.62875057,28.61211908,49.8752427
Ga0401699_0582784_76_501_structural_constituent_of_ribosome,15.28047797,8.62875057,5.007120838,0
Ga0401699_0582809_191_946_regulation_of_canonical_Wnt_signaling_pathway_involved_in_osteoblast_differentiation,95.07852957,84.13031806,15.73666549,14.61860562
Ga0401699_0583809_60_1040_positive_regulation_of_Golgi_to_plasma_membrane_protein_transport,16.12939341,29.12203317,5.007120838,0.859917978
Ga0401699_0583841_2_778_PFAM_Histidine_phosphatase_superfamily__clade-1,43.29468757,35.5935961,0,0
Ga0401699_0584045_21_491_helix_turn_helix_ASNC_type,38.20119492,52.85109724,163.0890787,104.9099933
Ga0401699_0585010_1_786_Thrombospondin_type_1_repeats,36.50336403,15.1003135,0,0
Ga0401699_0585976_67_789_Ribosomal_protein_S6e,5.942408098,8.62875057,0,0
Ga0401699_0586086_123_1277_unfolded_protein_binding,13.58264708,14.02171968,0,0
Ga0401699_0588355_3_1277_,60.27299643,83.05172424,6.437726792,15.4785236
Ga0401699_0590635_46_1272_Belongs_to_the_OprB_family,27.16529416,52.85109724,0,0
Ga0401699_0591626_457_1224_40S_ribosomal_protein_S3a,18.67613974,28.04343935,4.291817861,1.719835955
Ga0401699_0592431_1_1164_RuBisCO_catalyzes_two_reactions_the_carboxylation_of_D-_ribulose_1_5-bisphosphate__the_primary_event_in_carbon_dioxide_fixation__as_well_as_the_oxidative_fragmentation_of_the_pentose_substrate_in_the_photorespiration_process._Both_reactions_occur_simultaneously_and_in_competition_at_the_same_active_site,124.7905701,161.7890732,351.9290646,487.5734933
Ga0401699_0593085_2_1270_,445.6806074,345.1500228,0.715302977,0
Ga0401699_0595644_390_1166_PFAM_Phosphoglycerate_mutase_family,269.9551108,198.4612631,0,1.719835955
Ga0401699_0595866_994_1179_Cold_shock_protein_domain,17.8272243,63.63703545,65.0925709,99.7504854
Ga0401699_0597549_39_1088_Chlorophyll_A-B_binding_protein,42.44577213,40.98656521,0,1.719835955
Ga0401699_0600440_16_1263_Belongs_to_the_OprB_family,0.848915443,2.157187642,40.77226968,76.5327
Ga0401699_0601172_36_1262_Ubiquitin-like_domain,22.07180151,18.33609496,0.715302977,2.579753933
Ga0401699_0601591_4_1263_,104.4165994,44.22234667,0.715302977,2.579753933
Ga0401699_0602965_2_361_,40.74794125,113.2523512,4.291817861,0
Ga0401699_0603145_288_1259_,80.64696705,106.7807883,7.868332746,10.31901573
Ga0401699_0605790_122_1258_,319.1922064,258.8625171,0,0
Ga0401699_0608757_170_811_Belongs_to_the_protein_disulfide_isomerase_family,17.8272243,16.17890732,4.291817861,2.579753933
Ga0401699_0611354_107_1207_nucleotide-sugar_transmembrane_transporter_activity,21.22288607,9.707344391,0,0
Ga0401699_0611508_761_1177_PFAM_Histidine_phosphatase_superfamily__clade-1,55.17950377,47.45812813,0,0
Ga0401699_0612038_509_1168_Asparaginase__N-terminal,170.632004,104.6236007,4.291817861,0
Ga0401699_0616004_290_1246_,203.7397062,106.7807883,0.715302977,7.739261798
Ga0401699_0617212_1_1245_calcium_ion_binding,22.92071695,37.75078374,5.007120838,9.459097753
Ga0401699_0617312_264_1091_Chlorophyll_A-B_binding_protein,221.5669305,226.5047025,1.430605954,0
Ga0401699_0619430_72_1139_5S_rRNA_binding,9.338069869,10.78593821,0,0
Ga0401699_0622687_83_1234_,54.33058833,16.17890732,0,0
Ga0401699_0624358_3_1238_Domain_of_unknown_function_DUF305,34.80553315,12.94312585,0,0
Ga0401699_0625196_816_1229_Belongs_to_the_OprB_family,631.5930893,519.8822218,20.74378633,24.07770337
Ga0401699_0627709_59_1114_Chlorophyll_A-B_binding_protein,33.9566177,39.90797139,0,0
Ga0401699_0627904_1_1233_RuBisCO_catalyzes_two_reactions_the_carboxylation_of_D-_ribulose_1_5-bisphosphate__the_primary_event_in_carbon_dioxide_fixation__as_well_as_the_oxidative_fragmentation_of_the_pentose_substrate_in_the_photorespiration_process._Both_reactions_occur_simultaneously_and_in_competition_at_the_same_active_site,39.8990258,39.90797139,82.97514532,102.3302393
Ga0401699_0628577_651_1235_Carbohydrate-selective_porin__OprB_family,24.61854784,49.61531578,311.8720979,379.2238281
Ga0401699_0629602_548_1165_structural_constituent_of_ribosome,16.97830885,11.86453203,0,4.299589888
Ga0401699_0630716_331_1182_Chlorophyll_A-B_binding_protein,7.640238984,3.235781464,56.50893517,65.3537663
Ga0401699_0631145_1_1209_Belongs_to_the_OprB_family,55.17950377,67.95141074,1.430605954,0
Ga0401699_0631805_87_1232_Belongs_to_the_OprB_family,748.7434204,683.8284827,43.63348159,73.09302809
Ga0401699_0635019_27_1088_Chlorophyll_A-B_binding_protein,25.46746328,22.65047025,0,0.859917978
Ga0401699_0636725_66_941_porin_activity,13.58264708,17.25750114,2.145908931,3.43967191
Ga0401699_0636992_54_614_peptidyl-prolyl_cis-trans_isomerase_activity,20.37397062,7.550156749,0,0
Ga0401699_0637564_208_969_Chlorophyll_A-B_binding_protein,38.20119492,18.33609496,0,0
Ga0401699_0645069_1_1218_PsaA_and_PsaB_bind_P700__the_primary_electron_donor_of_photosystem_I_PSI__as_well_as_the_electron_acceptors_A0__A1_and_FX._PSI_is_a_plastocyanin_cytochrome_c6-ferredoxin_oxidoreductase__converting_photonic_excitation_into_a_charge_separation__which_transfers_an_electron_from_the_donor_P700_chlorophyll_pair_to_the_spectroscopically_characterized_acceptors_A0__A1__FX__FA_and_FB_in_turn._Oxidized_P700_is_reduced_on_the_lumenal_side_of_the_thylakoid_membrane_by_plastocyanin_or_cytochrome_c6,78.10022072,135.9028215,222.4592258,242.4968697
Ga0401699_0645414_91_1206_sulfotransferase_activity,16.97830885,23.72906407,0,0
Ga0401699_0645876_1_1218_Belongs_to_the_OprB_family,81.49588249,70.10859838,1.430605954,1.719835955
Ga0401699_0646734_535_987_Belongs_to_the_phycobilisome_linker_protein_family,49.23709567,46.37953431,2.145908931,0
Ga0401699_0647968_2_1216_Pkd_domain_containing_protein,13.58264708,32.35781464,2.145908931,2.579753933
Ga0401699_0648351_3_1211_,43.29468757,36.67218992,5.722423815,6.879343821
Ga0401699_0651186_1_1212_BCCT__betaine/carnitine/choline_family_transporter,11.8848162,7.550156749,0.715302977,2.579753933
Ga0401699_0651827_39_1187_transferase_activity__transferring_glycosyl_groups,11.8848162,4.314375285,0,0
Ga0401699_0652015_48_1211_polyketide_biosynthetic_process,42.44577213,60.40125399,0.715302977,3.43967191
Ga0401699_0652660_234_1163_Tripartite_tricarboxylate_transporter_family_receptor,44.99251846,159.6318855,221.7439228,186.6022011
Ga0401699_0653744_1_978_phospho-2-dehydro-3-deoxyheptonate_aldolase,154.5026106,106.7807883,4.291817861,5.159507865
Ga0401699_0654703_3_1142_Source_PGD,101.8698531,40.98656521,0,0.859917978
Ga0401699_0654844_669_1118_Predicted_membrane_protein_DUF2061,33.10770226,52.85109724,99.42711379,73.09302809
Ga0401699_0655343_613_798_Controls_the_interaction_of_photosystem_II_PSII_cores_with_the_light-harvesting_antenna,15.28047797,14.02171968,60.08545006,55.89466854
Ga0401699_0656406_166_1170_lactoylglutathione_lyase_activity,4.244577213,4.314375285,0,0
Ga0401699_0657759_29_1207_semaphorin-plexin_signaling_pathway,9.338069869,8.62875057,0,0
Ga0401699_0657804_163_1137_Belongs_to_the_peptidase_C1_family,12.73373164,4.314375285,0,0
Ga0401699_0658650_65_853_Chlorophyll_A-B_binding_protein,11.8848162,4.314375285,0,0
Ga0401699_0659121_2_1195_Carbohydrate-selective_porin__OprB_family,23.76963239,32.35781464,151.6442311,183.1625292
Ga0401699_0663211_274_1077_Chlorophyll_A-B_binding_protein,6.791323541,12.94312585,120.8862031,118.6686809
Ga0401699_0665634_143_1198_transporter_of_a_GTP-driven_Fe2__uptake_system,97.6252759,83.05172424,2.145908931,2.579753933
Ga0401699_0666770_19_963_cytochrome-c_peroxidase_activity,3.39566177,1.078593821,54.36302624,30.09712922
Ga0401699_0672394_118_1164_Chlorophyll_A-B_binding_protein,38.20119492,48.53672196,0,0
Ga0401699_0672822_1_891_Belongs_to_the_OprB_family,3629.113517,2825.915812,671.6694953,931.2911697
Ga0401699_0676656_429_986_Photosystem_I_reaction_centre_subunit_III,9.338069869,14.02171968,105.8648406,111.7893371
Ga0401699_0677951_2_1051_Domain_of_unknown_function_DUF305,417.6663978,449.7736235,17.88257442,21.49794944
Ga0401699_0678523_3_1187_Four_repeated_domains_in_the_Fasciclin_I_family_of_proteins__present_in_many_other_contexts.,8.489154426,11.86453203,0,0
Ga0401699_0678976_3_1022_EGF_domain__unclasssified_subfamily,34.80553315,14.02171968,0,0
Ga0401699_0681823_1_1185_,197.7972981,296.6133008,7.153029769,9.459097753
Ga0401699_0682521_232_1158_,25.46746328,21.57187642,0,0
Ga0401699_0683783_44_1183_Belongs_to_the_OprB_family,185.9124819,176.8893867,17.88257442,13.75868764
Ga0401699_0688265_20_904_Chlorophyll_A-B_binding_protein,5.093492656,9.707344391,0,0
Ga0401699_0689597_47_1177_Domain_of_unknown_function_DUF4856,95.07852957,48.53672196,5.007120838,3.43967191
Ga0401699_0694322_45_1100_Chlorophyll_A-B_binding_protein,67.06431997,48.53672196,0,0.859917978
Ga0401699_0694846_119_1084_Ribosomal_protein_P0_is_the_functional_equivalent_of_E.coli_protein_L10,14.43156252,9.707344391,26.46621015,45.57565281
Ga0401699_0695877_3_1163_Belongs_to_the_OprB_family,107.8122612,145.6101659,8.583635723,14.61860562
Ga0401699_0698058_1_1134_,290.3290814,55.00828488,2.861211908,1.719835955
Ga0401699_0698421_20_1168_zinc_ion_binding,17.8272243,17.25750114,0,0
Ga0401699_0698528_5_1168_Belongs_to_the_OprB_family,489.8242104,563.0259747,12.16015061,9.459097753
Ga0401699_0698763_1_972_Chlorophyll_A-B_binding_protein,44.14360302,23.72906407,0,0
Ga0401699_0700227_34_834_Chlorophyll_A-B_binding_protein,20.37397062,18.33609496,0,0
Ga0401699_0706468_3_1148_Belongs_to_the_OprB_family,23.76963239,16.17890732,0,0
Ga0401699_0709437_37_1161_Belongs_to_the_OprB_family,276.7464343,257.7839233,7.153029769,9.459097753
Ga0401699_0709708_1_1161_Belongs_to_the_OprB_family,146.0134561,215.7187642,1.430605954,4.299589888
Ga0401699_0710233_53_1105_5S_rRNA_binding,16.97830885,19.41468878,6.437726792,5.159507865
Ga0401699_0711035_70_633_oxidoreductase_activity,7.640238984,9.707344391,0,0
Ga0401699_0711039_3_1127_Belongs_to_the_OprB_family,61.97082731,24.80765789,0.715302977,1.719835955
Ga0401699_0712185_35_1159_,143.4667098,113.2523512,0,0.859917978
Ga0401699_0717274_125_895_Ribosomal_S3Ae_family,14.43156252,16.17890732,0,0
Ga0401699_0718084_267_1115_ribulose-phosphate_3-epimerase_activity,5.093492656,6.471562927,0,0
Ga0401699_0725046_3_1124_Domain_of_unknown_function_DUF305,4.244577213,18.33609496,0,0
Ga0401699_0725598_110_1099_EGF_domain__unclasssified_subfamily,8.489154426,10.78593821,0,0
Ga0401699_0727470_1_1146_extracellular_matrix_structural_constituent,35.65444859,31.27922082,3.576514884,2.579753933
Ga0401699_0730060_2_1039_Cytochrome_C_and_Quinol_oxidase_polypeptide_I,465.2056626,760.408644,45.77939052,58.47442248
Ga0401699_0731503_252_962_it_plays_a_direct_role_in_the_translocation_of_protons_across_the_membrane,39.8990258,36.67218992,89.41287211,79.11245394
Ga0401699_0731532_11_874_Dienelactone_hydrolase_family,59.42408098,31.27922082,0,3.43967191
Ga0401699_0733679_437_928_PPIases_accelerate_the_folding_of_proteins._It_catalyzes_the_cis-trans_isomerization_of_proline_imidic_peptide_bonds_in_oligopeptides,15.28047797,15.1003135,0.715302977,0.859917978
Ga0401699_0735007_1_933_,36.50336403,36.67218992,0,0
Ga0401699_0737152_191_748_Photosystem_I_reaction_centre_subunit_III,42.44577213,31.27922082,93.70468997,162.5244978
Ga0401699_0741704_3_986_metallopeptidase_activity,33.10770226,21.57187642,1.430605954,0
Ga0401699_0741983_1_1119_Belongs_to_the_OprB_family,36.50336403,46.37953431,0,0
Ga0401699_0745480_13_885_Belongs_to_the_OprB_family,611.2191187,550.0828488,2.861211908,4.299589888
Ga0401699_0746502_107_976_structural_constituent_of_ribosome,20.37397062,20.4932826,0,5.159507865
Ga0401699_0748536_51_812_Chlorophyll_A-B_binding_protein,55.17950377,42.06515903,0,0
Ga0401699_0750103_32_340_,318.343291,340.8356475,32.90393694,48.15540674
Ga0401699_0751346_1_1128_,89.98503692,58.24406635,0.715302977,0.859917978
Ga0401699_0759082_10_1098_WD_domain__G-beta_repeat,21.22288607,12.94312585,36.48045182,32.67688315
Ga0401699_0760433_460_579_photosynthesis,33.9566177,67.95141074,161.6584728,184.0224472
Ga0401699_0760433_765_893_photosynthetic_electron_transport_chain,37.35227948,72.26578602,186.694077,184.0224472
